1000, 3000
14, 999
831, 228, 5.1
90, 969, 9.7
313, 859, 9.1
352, 916, 3.2
386, 166, 9.5
200, 385, 1.4
473, 1, 7.9
338, 977, 3.7
396, 418, 5.7
73, 362, 4.5
104, 193, 2.5
707, 635, 4.6
405, 949, 0.5
548, 653, 7.3
281, 39, 3.9
276, 591, 7.7
91, 64, 3
22, 755, 0.8
526, 569, 7.7
240, 415, 8.1
433, 192, 8.9
69, 939, 4.6
370, 896, 9.4
23, 770, 7.5
414, 161, 0.4
5, 938, 9.5
421, 69, 6.9
176, 177, 2.9
680, 55, 9.9
257, 296, 6.6
938, 81, 5.8
679, 502, 4.9
825, 224, 4.6
872, 247, 1.6
847, 661, 7.7
451, 18, 1.6
498, 440, 3.7
568, 616, 6.6
349, 296, 2.1
348, 905, 6.9
466, 196, 5.1
777, 875, 0.5
26, 53, 3
172, 925, 2.9
88, 772, 4.3
518, 576, 6.1
886, 426, 0.1
323, 994, 7
289, 696, 1.8
662, 396, 2.4
332, 863, 2
435, 640, 4.7
392, 18, 0
222, 543, 2.5
4, 983, 5
447, 501, 7.8
908, 387, 0.4
162, 62, 5.1
32, 351, 4.7
902, 366, 4.3
326, 50, 5.8
298, 837, 5
498, 229, 6.9
398, 804, 1.2
576, 808, 4.7
878, 255, 4.9
108, 163, 3.6
764, 677, 5.1
415, 709, 5.4
114, 612, 2
210, 290, 7
168, 941, 0.7
471, 439, 8.9
440, 189, 9.3
304, 117, 5.3
151, 347, 0.8
852, 455, 2.3
941, 572, 0.1
92, 339, 6.2
946, 454, 2.6
519, 16, 6.9
789, 184, 1
249, 655, 0.1
290, 447, 4.2
783, 103, 1.2
788, 607, 1.1
696, 811, 1.9
471, 752, 9.1
924, 196, 3
87, 143, 3.6
565, 662, 5.2
334, 803, 8.9
396, 404, 9.6
897, 694, 9.6
292, 829, 9.9
156, 617, 5.8
367, 665, 2.2
386, 137, 7.4
977, 61, 7.1
908, 500, 6.6
996, 66, 8
749, 400, 3.5
38, 797, 4
334, 46, 8.6
430, 690, 1.6
982, 846, 8.5
492, 214, 5.1
814, 952, 4
241, 930, 5.3
864, 190, 5.4
630, 186, 7.2
762, 287, 7.2
697, 325, 2.1
389, 660, 2
776, 442, 1
992, 424, 0.9
529, 269, 7.5
380, 83, 2.7
720, 324, 0.9
474, 188, 9.9
80, 170, 3.8
752, 932, 2.5
176, 982, 5.1
398, 371, 6.3
370, 147, 5.7
32, 491, 3.4
541, 21, 0.3
616, 753, 3.8
996, 826, 6.3
305, 652, 0.3
157, 732, 2.6
195, 836, 5.8
520, 12, 9.2
523, 762, 6.4
538, 132, 6.3
348, 165, 0.7
582, 58, 2.8
437, 27, 3.3
375, 23, 5.9
990, 328, 1.1
146, 485, 9.5
472, 32, 3.1
82, 905, 9.6
675, 428, 5.8
639, 319, 4.3
454, 667, 6
761, 601, 7
441, 38, 9.7
875, 413, 2
486, 756, 0.1
398, 902, 3.8
745, 374, 2.3
929, 456, 2.8
125, 131, 0.8
435, 122, 7.9
230, 577, 4.6
190, 690, 4.7
913, 132, 3.7
310, 7, 5.1
83, 493, 0.7
536, 243, 0.9
826, 989, 3.5
149, 918, 9.1
377, 395, 2.3
738, 830, 9.7
417, 413, 7.4
116, 955, 6.5
415, 868, 4.9
753, 179, 5.6
856, 614, 0.1
715, 150, 9.7
476, 976, 3.8
611, 126, 0.8
202, 855, 0.3
277, 593, 8.5
475, 11, 9.8
601, 127, 0.6
418, 542, 7.4
367, 647, 5.3
323, 503, 6.7
477, 218, 6.9
226, 694, 4.6
964, 305, 2.4
972, 860, 7.9
727, 137, 2.5
664, 964, 3.6
15, 566, 1.5
321, 984, 0.9
495, 352, 5.7
201, 27, 6
520, 856, 3.1
990, 82, 2.5
788, 46, 8.3
712, 370, 4.3
491, 449, 3.2
216, 466, 9.7
304, 481, 6.3
871, 154, 9.9
981, 1, 5.1
90, 202, 3.1
702, 75, 8.7
533, 65, 7
411, 205, 6.8
946, 917, 9.1
989, 760, 9.2
873, 329, 5.8
370, 633, 9.1
785, 857, 9.7
537, 190, 9.9
288, 280, 5.3
771, 334, 2.8
759, 220, 4.5
181, 983, 5
1, 929, 1.9
192, 270, 8
537, 143, 0.9
347, 866, 9.4
639, 3, 0.3
788, 540, 9.3
587, 181, 2.5
941, 952, 1.2
721, 63, 3.2
567, 244, 1.5
969, 246, 4.4
289, 790, 1.4
721, 327, 0.9
130, 675, 7.5
876, 666, 3.1
480, 454, 7.1
625, 42, 0.4
403, 335, 5.7
515, 56, 7.2
847, 975, 1.7
514, 945, 6.3
758, 586, 5.3
624, 307, 8.1
633, 789, 0.8
861, 17, 7.4
92, 849, 2.8
215, 475, 2.2
872, 230, 5.7
481, 745, 6.6
153, 592, 4.1
70, 458, 3.8
585, 216, 2.4
539, 192, 8.3
172, 177, 7.2
832, 38, 4.2
806, 482, 9.1
586, 50, 1.8
409, 922, 4.8
918, 755, 4.5
484, 908, 8.9
378, 979, 4.7
216, 564, 1.5
993, 455, 0.7
76, 979, 8.5
301, 811, 7.5
895, 969, 1
986, 556, 1.2
257, 317, 8.6
757, 235, 4.1
3, 72, 4.9
192, 450, 8
840, 18, 9.7
55, 11, 0.4
815, 440, 8.4
400, 93, 4.7
727, 988, 1.7
537, 974, 7.3
101, 583, 9
587, 341, 7.7
828, 696, 0.1
330, 888, 0.3
810, 80, 2.2
559, 136, 8.5
764, 303, 7.7
300, 55, 7
647, 782, 5.8
964, 672, 8.5
837, 773, 6.8
379, 361, 6.1
509, 189, 5.7
710, 519, 4.6
66, 682, 7.8
88, 241, 6.6
825, 357, 6.9
3, 657, 2.4
625, 305, 0.7
884, 269, 3.1
469, 459, 0.4
989, 190, 6.5
851, 51, 0.7
408, 762, 7.8
206, 828, 6
85, 268, 5.4
451, 445, 1.1
121, 800, 6.9
845, 426, 2.6
704, 662, 9.5
235, 131, 0.6
540, 120, 4.9
557, 323, 0
116, 732, 1.4
195, 290, 4.2
307, 375, 6.2
13, 179, 6
77, 300, 6
446, 497, 3.8
824, 554, 0
471, 789, 3.1
578, 681, 0.4
579, 591, 2.7
279, 707, 1.1
94, 254, 0.2
88, 914, 2.9
703, 279, 0.8
763, 356, 6
975, 154, 1
614, 978, 6.4
914, 450, 5.3
698, 380, 8.7
954, 959, 7.8
533, 238, 3.7
845, 684, 4.4
799, 773, 5.8
128, 828, 3.7
989, 591, 4.6
700, 159, 3.2
679, 723, 9.9
129, 429, 9.7
509, 816, 0.3
820, 146, 3.6
58, 183, 3.3
95, 827, 3.2
220, 737, 1.3
48, 927, 0.2
991, 473, 0.3
909, 525, 6.3
442, 204, 3.8
593, 685, 1.9
442, 546, 8.7
245, 366, 3.3
581, 777, 6.9
115, 872, 4.8
799, 92, 3.8
612, 140, 6.5
414, 131, 9
70, 392, 1.5
533, 186, 7.2
423, 779, 5.7
95, 221, 0.4
582, 818, 2.2
568, 752, 9.9
871, 789, 1.8
315, 227, 8.3
455, 944, 4.9
938, 134, 1.9
683, 202, 0.4
869, 474, 2.8
649, 783, 2.3
222, 639, 5.7
393, 862, 2.5
145, 213, 6.6
364, 437, 5.6
734, 752, 8.3
717, 560, 8
467, 850, 6.6
286, 533, 6.8
991, 403, 9.4
471, 404, 7.8
46, 978, 1.7
555, 371, 7.9
633, 868, 9.3
799, 584, 8.2
755, 319, 3.4
291, 388, 9.4
771, 207, 9.7
89, 494, 3
258, 837, 8.5
604, 660, 8.9
382, 58, 2
800, 613, 9.1
431, 246, 1.2
276, 46, 9.6
558, 153, 6.7
945, 444, 5.6
891, 567, 6.3
688, 9, 0.9
19, 619, 9.8
456, 223, 5.8
298, 606, 1.6
118, 758, 8.2
661, 541, 2.8
73, 818, 2.6
70, 728, 8
737, 673, 7.6
145, 565, 9.6
409, 253, 0.5
870, 624, 2.4
169, 433, 4.7
127, 731, 0.5
496, 849, 6.3
478, 510, 5.7
58, 936, 7.5
685, 358, 0.3
465, 447, 2.9
41, 593, 9.4
537, 354, 9.9
394, 224, 7.6
518, 745, 0.9
218, 225, 9.2
523, 721, 4.1
939, 551, 0.3
896, 609, 9.1
23, 294, 4.9
878, 111, 9.7
759, 153, 9
853, 42, 9.6
905, 789, 7.2
933, 307, 1.8
394, 877, 4.3
586, 753, 1.6
979, 692, 6.7
882, 940, 2.8
74, 315, 2.3
975, 545, 3.4
972, 305, 3.9
914, 510, 3.4
210, 415, 2.3
435, 700, 8.2
53, 94, 6
896, 32, 1.3
812, 11, 5.7
631, 894, 4.9
59, 320, 1.6
134, 295, 6.1
321, 620, 6.6
12, 886, 7.7
746, 449, 4.4
621, 884, 4.5
156, 937, 9.1
216, 185, 2.4
381, 349, 8.7
590, 980, 8.1
91, 391, 5.3
907, 526, 0.1
268, 847, 7.3
287, 211, 5.9
464, 310, 0.8
760, 931, 4.4
757, 87, 3.3
849, 655, 1.8
325, 388, 6.7
812, 978, 9.9
546, 69, 9.1
951, 328, 6.9
4, 597, 6.8
677, 884, 7.9
589, 700, 8.9
949, 460, 7.3
194, 218, 1.2
727, 419, 2
446, 96, 0.8
865, 260, 3.9
617, 806, 6
408, 110, 8.9
429, 114, 3.8
297, 792, 7.4
728, 381, 7.4
118, 330, 8.6
143, 876, 5.6
255, 604, 2.7
727, 402, 7.5
236, 619, 3.6
427, 236, 9.4
687, 644, 0.4
276, 73, 1.9
166, 722, 6.3
940, 451, 9.6
766, 921, 7.8
405, 64, 5.5
261, 671, 1.1
241, 399, 1.3
316, 987, 3.2
4, 414, 2.1
499, 101, 6.5
455, 730, 9.1
526, 896, 6.5
389, 837, 1.6
337, 603, 8.9
616, 8, 0.5
123, 622, 7.7
586, 215, 2.8
451, 883, 1.5
583, 888, 2.9
282, 22, 9.4
12, 165, 2.1
909, 382, 6.2
746, 51, 0
701, 640, 6.8
62, 646, 4.3
36, 675, 2.9
603, 103, 8
486, 518, 1.5
726, 699, 7.2
465, 981, 4.6
660, 994, 6.3
381, 255, 4.5
843, 353, 9.6
995, 54, 8.9
763, 468, 3.5
358, 856, 1
187, 459, 6.5
467, 946, 8.3
683, 672, 3.4
907, 138, 1.5
153, 150, 0.9
916, 883, 6.4
61, 78, 6.9
610, 74, 2.4
799, 189, 4.4
634, 548, 0.1
496, 735, 6
461, 555, 5.8
296, 590, 3.1
830, 497, 2.1
697, 650, 2.3
559, 918, 0.6
675, 331, 8.4
145, 941, 1
669, 740, 0
365, 726, 0
566, 574, 3.5
227, 387, 4.2
537, 683, 3.2
168, 865, 2.9
641, 563, 3.1
264, 122, 4.9
770, 149, 8.1
707, 294, 2.2
717, 315, 1.5
917, 681, 9.3
17, 247, 6.8
205, 826, 5.5
947, 364, 9.1
632, 884, 5.6
461, 878, 7.1
645, 142, 4.5
394, 265, 9.5
827, 972, 8.9
202, 689, 0.5
317, 959, 8.6
510, 328, 8.5
630, 885, 6.4
786, 185, 8
977, 817, 6.4
385, 630, 4.2
709, 275, 3.7
154, 22, 0.2
101, 849, 2.6
991, 51, 6.7
548, 720, 2.6
786, 583, 0.7
271, 213, 9.2
287, 351, 2.9
667, 680, 4.6
932, 66, 7.7
426, 127, 0.4
63, 281, 2.6
317, 735, 2.8
543, 78, 3.1
811, 626, 0.4
389, 412, 8.7
296, 35, 5.2
441, 675, 0.4
770, 342, 8.4
917, 274, 0.2
46, 53, 2.9
450, 116, 6.3
229, 786, 9.8
857, 329, 7.6
888, 140, 5.4
992, 530, 1.8
31, 178, 0.5
284, 619, 8
240, 742, 2.3
876, 659, 4.9
931, 57, 0.2
760, 859, 7.1
575, 88, 5.7
773, 945, 3.8
401, 186, 3.1
655, 530, 1.3
673, 562, 9.1
79, 198, 6.3
159, 790, 0.5
582, 666, 1.6
984, 597, 7.3
86, 710, 8.4
9, 285, 7.3
718, 411, 7
757, 812, 0.8
288, 468, 3.9
701, 493, 5.3
644, 924, 5.1
559, 84, 9.3
864, 18, 5.9
532, 2, 0.9
257, 441, 1.9
842, 802, 5.6
515, 521, 6.7
837, 630, 3.2
346, 918, 5.2
385, 971, 4.5
690, 967, 7
841, 527, 0.6
486, 743, 7.6
445, 276, 7.9
706, 885, 7.2
677, 727, 7.4
286, 594, 4.7
953, 432, 7.7
137, 130, 4.7
789, 515, 7
287, 205, 3.8
709, 398, 1.7
215, 884, 1.2
91, 681, 4
322, 740, 2.6
346, 417, 0.5
821, 55, 0
168, 9, 8.4
498, 614, 4.5
288, 481, 1.6
927, 38, 0.6
636, 788, 7.5
203, 24, 8.7
646, 57, 2.8
969, 797, 5.4
667, 567, 1.1
488, 622, 1.1
9, 983, 4.7
507, 482, 1.3
604, 122, 9.4
920, 401, 8.4
478, 37, 7.2
453, 592, 9.6
941, 238, 5.4
921, 559, 5.1
927, 227, 7
38, 67, 9.3
202, 428, 2.8
849, 935, 1
815, 892, 8.4
909, 164, 8.5
746, 643, 7.4
18, 448, 6.6
315, 741, 5.7
21, 662, 6.8
524, 941, 9.5
595, 980, 1.5
640, 182, 4.3
668, 383, 3.1
531, 198, 2.3
867, 460, 3.9
253, 206, 8.2
27, 224, 3.1
746, 891, 2.4
703, 264, 8.7
923, 789, 2.8
371, 736, 6
886, 376, 4.2
181, 396, 7.8
764, 279, 7.6
239, 147, 3.6
879, 752, 9.4
161, 131, 1.9
244, 877, 6.2
69, 932, 2.7
908, 856, 6.8
688, 227, 0.4
449, 465, 3.2
743, 646, 8
773, 411, 6
650, 759, 3.8
529, 511, 3.3
43, 994, 0.4
639, 224, 1.8
60, 156, 9.7
968, 364, 6.5
9, 943, 6.9
458, 760, 0.1
553, 759, 3.4
327, 522, 4.6
329, 524, 0.5
19, 54, 6.8
604, 449, 6.2
660, 440, 8.6
79, 501, 9.5
476, 469, 1.1
642, 830, 0.7
663, 640, 6.7
917, 194, 7.8
151, 873, 0
997, 202, 2.5
602, 573, 3.1
422, 178, 8
236, 838, 2
923, 917, 2.1
470, 746, 4.3
733, 740, 2.5
940, 403, 6.6
260, 320, 1.2
338, 823, 8.5
939, 820, 3.9
416, 774, 1.2
947, 196, 9
927, 785, 8.1
699, 60, 5
973, 530, 9.6
68, 615, 3.6
993, 556, 9.2
911, 168, 6.4
23, 858, 8.8
8, 149, 0.8
899, 565, 3.5
364, 512, 8.3
654, 791, 6.8
487, 843, 2.8
238, 816, 1
734, 236, 2.6
323, 581, 3.4
315, 493, 0.2
979, 516, 6
467, 877, 6.2
128, 776, 2.7
563, 140, 4
898, 147, 3.1
667, 634, 7.4
495, 224, 4.2
558, 959, 3
884, 634, 1.2
118, 949, 5.7
872, 280, 7.3
484, 100, 0.2
246, 580, 3.1
574, 495, 2.3
766, 393, 2.2
397, 60, 5.7
224, 908, 8.1
218, 466, 9.2
449, 702, 2.6
613, 172, 2.7
270, 44, 6
795, 528, 6
550, 127, 4
81, 53, 8.7
104, 819, 8
627, 568, 9.3
136, 144, 5.3
869, 363, 7.1
914, 164, 7.3
592, 129, 4.5
220, 751, 4.1
480, 898, 2.1
948, 484, 2.9
1, 271, 8.6
172, 803, 6.5
741, 396, 5.3
885, 249, 7.4
600, 272, 8.8
764, 645, 8.1
893, 542, 5.3
996, 483, 8.5
895, 657, 7.7
343, 605, 6.1
225, 959, 8.4
563, 131, 8.7
528, 224, 3.6
333, 110, 3.7
7, 710, 1
596, 827, 0.7
129, 72, 0.2
234, 69, 3.7
819, 964, 9.4
948, 307, 5.2
561, 532, 1.1
445, 95, 9.4
484, 975, 1.9
920, 308, 2.9
958, 668, 9.1
620, 264, 1.8
927, 745, 9.1
129, 979, 1.2
167, 150, 7.6
861, 98, 8.3
865, 659, 6.8
476, 104, 1.5
923, 940, 4.3
242, 861, 0.3
23, 819, 7.1
866, 439, 8.7
185, 718, 3.2
928, 848, 6.3
740, 367, 1.3
868, 580, 6.3
303, 446, 2.2
271, 274, 7.8
39, 197, 1.9
782, 439, 3.2
537, 814, 5.1
609, 681, 4.2
296, 218, 1.2
81, 498, 1.2
844, 590, 7.9
110, 458, 1.2
825, 113, 1
848, 385, 8.4
678, 776, 8.2
449, 910, 7.3
81, 447, 4
884, 56, 7.3
478, 353, 9.1
791, 786, 4.1
303, 982, 3.1
535, 444, 4.1
347, 270, 5.4
957, 470, 9.1
193, 148, 1.9
275, 598, 2.9
501, 679, 7.7
893, 916, 8.5
966, 394, 9
257, 185, 7.6
750, 489, 5.9
833, 376, 0.3
726, 723, 7.3
732, 32, 4.3
124, 225, 4.4
643, 853, 9.4
425, 706, 2.5
654, 599, 4.1
939, 565, 3.6
930, 174, 2.1
58, 924, 6.2
169, 109, 3.8
373, 835, 1.3
198, 567, 4.5
494, 43, 2.3
290, 687, 2.8
684, 464, 3.4
109, 118, 8.5
451, 57, 0.2
187, 339, 7.6
460, 398, 5.2
223, 919, 6.1
361, 292, 4.8
575, 843, 1.5
172, 689, 5.9
347, 979, 9.8
375, 15, 6.2
461, 124, 3.2
146, 927, 8.9
748, 466, 8.1
876, 927, 3.1
280, 150, 5
793, 863, 9.5
141, 790, 9
409, 315, 7.9
368, 662, 1
718, 390, 2.5
180, 851, 0.1
112, 998, 8.1
453, 98, 4.7
486, 327, 7.4
917, 607, 7.6
620, 401, 9.2
615, 894, 8.2
805, 303, 4.9
36, 23, 1.2
598, 741, 0.2
175, 273, 0.5
228, 737, 0.3
209, 191, 5.4
657, 677, 8.1
383, 947, 4
260, 567, 9.3
352, 534, 4
586, 691, 4.3
136, 727, 6.7
700, 325, 6
654, 852, 3.4
459, 80, 7.1
615, 290, 1.4
221, 299, 4.4
154, 682, 9.1
694, 942, 1
340, 646, 4.4
880, 585, 3.5
75, 73, 1.4
942, 773, 9.1
255, 427, 4.3
489, 238, 2.3
460, 853, 6.5
327, 426, 6.4
871, 580, 4.7
362, 275, 4.1
772, 967, 4
68, 847, 2.5
703, 922, 9.8
769, 217, 2.3
160, 472, 0.2
755, 313, 4
78, 125, 4.6
396, 452, 7.2
660, 323, 5.3
607, 37, 8
201, 161, 4.7
441, 229, 4.6
266, 284, 2
516, 53, 8.9
539, 565, 1.3
341, 320, 2.6
381, 751, 0.4
979, 147, 5.6
652, 807, 3.2
257, 767, 6.9
489, 968, 3.1
336, 409, 6
734, 27, 9.7
54, 543, 5
944, 82, 6.8
657, 423, 8.8
36, 156, 9.1
540, 136, 3.8
496, 140, 9.8
128, 397, 6.5
150, 238, 3.3
981, 926, 9.4
393, 660, 2.1
90, 66, 6.4
193, 10, 9.8
861, 20, 2.1
201, 408, 2.9
293, 948, 6.5
531, 796, 5.7
929, 277, 0.6
446, 427, 4.4
370, 825, 5.3
30, 98, 4.4
449, 914, 8.9
811, 812, 5
831, 485, 0.3
239, 315, 9.6
539, 632, 8
336, 442, 6.1
613, 648, 0.8
392, 93, 9.1
152, 815, 1.7
305, 198, 6.7
901, 647, 3.4
690, 458, 4.6
692, 642, 8.4
896, 233, 5.1
744, 773, 3.5
124, 109, 7.7
786, 74, 2.6
246, 466, 7.1
989, 618, 8.6
558, 923, 3.6
226, 177, 8.3
160, 867, 9.4
258, 912, 3.6
842, 808, 6.9
445, 552, 4.2
681, 29, 0.3
358, 167, 7.7
36, 765, 9.5
807, 754, 1.3
746, 313, 8.9
882, 539, 6.6
18, 51, 8.5
612, 309, 4.9
200, 504, 5.7
669, 949, 6.2
264, 630, 9.1
319, 341, 1
449, 377, 7.5
44, 537, 2.9
610, 635, 4.2
99, 869, 3.3
117, 887, 8.4
354, 851, 4.6
504, 51, 5
813, 73, 5.1
675, 337, 3.4
918, 656, 7.5
328, 105, 0.4
503, 502, 4.1
785, 112, 7.6
27, 211, 9.8
513, 680, 8.5
697, 386, 8.9
895, 890, 4
245, 56, 1.3
897, 83, 0.2
531, 2, 5.9
858, 682, 1.6
562, 538, 1.8
804, 323, 3
32, 702, 9.3
482, 215, 2.5
468, 265, 6.4
657, 160, 0.6
249, 406, 6.2
915, 655, 4.6
917, 538, 0
576, 396, 8.2
45, 310, 2
15, 466, 4.3
98, 851, 4.6
743, 333, 6.1
421, 801, 7.8
485, 810, 3.9
791, 412, 9.7
154, 327, 5.2
600, 244, 4.2
400, 173, 9
234, 570, 0
255, 585, 6.7
950, 683, 1.8
996, 779, 5.1
610, 200, 0.5
488, 685, 6.7
879, 476, 7.9
676, 982, 5.8
128, 934, 0.3
822, 686, 2.8
912, 921, 9.8
313, 176, 3.5
180, 478, 7.1
898, 475, 5
301, 437, 5
506, 277, 8.7
226, 157, 1.5
5, 833, 9.8
816, 314, 3.2
519, 136, 1.9
99, 49, 9.2
249, 362, 2
984, 894, 9.8
755, 144, 2.5
657, 445, 6.2
407, 304, 9.2
546, 530, 4.9
162, 887, 3.4
760, 703, 4.8
644, 574, 3.7
215, 673, 3.8
707, 922, 5.2
727, 259, 4.6
226, 14, 4.2
551, 24, 8.7
666, 783, 4.3
58, 330, 7.3
959, 492, 1.3
693, 604, 1.6
94, 248, 9.1
631, 816, 1.6
569, 523, 9.1
573, 603, 5
119, 181, 1.6
513, 84, 4
0, 750, 2.4
496, 160, 5.4
521, 119, 9.8
434, 165, 0.2
51, 259, 0.2
594, 242, 1.8
810, 163, 9.4
653, 736, 9.7
403, 207, 7.8
862, 12, 7.2
965, 936, 6.8
125, 542, 4.2
597, 640, 7.6
762, 694, 7.9
373, 997, 2.5
967, 467, 8.8
130, 461, 4.1
218, 410, 4.5
425, 540, 1.7
497, 403, 2.9
569, 720, 6.6
490, 197, 0.8
932, 146, 0.1
160, 260, 9.5
440, 633, 4.4
17, 600, 1.2
405, 82, 2.5
447, 300, 3.6
244, 77, 7.6
561, 574, 3.1
890, 144, 0.3
508, 986, 0.1
669, 918, 9.9
470, 78, 6
965, 870, 4.5
810, 888, 4.6
122, 645, 8
599, 92, 8.1
487, 688, 1
916, 249, 8.5
747, 492, 8.1
3, 352, 6.7
456, 21, 3.7
55, 491, 1.5
915, 457, 3.8
761, 267, 7.8
559, 741, 2.3
439, 692, 6.8
972, 180, 5.6
935, 96, 5.8
120, 195, 0.2
801, 198, 5.4
820, 654, 7.6
757, 62, 6.7
772, 977, 7.6
362, 90, 9.5
840, 1, 8.8
316, 793, 8.1
884, 765, 6.1
492, 700, 5.7
702, 172, 0.4
404, 325, 0.3
459, 145, 0.9
887, 902, 7.1
454, 27, 0.1
183, 741, 4.3
178, 582, 4.5
267, 250, 3.8
48, 134, 5.5
361, 978, 0.8
770, 681, 8
374, 437, 0.6
529, 896, 0.3
339, 135, 5.8
562, 590, 8.5
115, 125, 2.6
759, 303, 6
404, 922, 1
842, 970, 9.6
397, 683, 2.7
5, 453, 0.8
138, 828, 4.5
596, 709, 9.4
199, 48, 2.9
57, 963, 7.1
294, 78, 9.6
273, 189, 5.2
833, 593, 7.4
996, 787, 9.7
644, 537, 8
271, 894, 3.4
579, 32, 1.4
677, 628, 2.3
23, 180, 2.4
504, 589, 8.7
576, 884, 1.7
124, 157, 0.7
976, 342, 5.2
103, 690, 4
200, 335, 7.7
980, 606, 7.1
566, 538, 5.6
980, 567, 3.6
456, 590, 6.8
980, 94, 5.8
819, 22, 9.4
88, 147, 0.3
195, 475, 9.7
600, 578, 8.8
792, 130, 2.3
169, 463, 8.1
792, 29, 1.9
800, 10, 8.6
789, 466, 2.8
957, 798, 2.3
715, 617, 9.7
61, 705, 9.6
564, 253, 7.2
762, 205, 0.2
650, 997, 8.5
225, 518, 4.8
406, 662, 7.7
478, 463, 3.9
116, 252, 5.7
345, 561, 5.5
20, 277, 2.4
717, 690, 8.2
914, 255, 8.7
938, 17, 9.2
892, 19, 4.1
977, 596, 5.9
525, 2, 7.3
455, 832, 3.6
394, 949, 4
504, 294, 0.2
59, 314, 3.1
936, 383, 2.1
870, 297, 2.8
57, 587, 9.7
801, 480, 6.8
894, 457, 6.4
153, 335, 1.9
426, 790, 5.1
515, 536, 5.2
207, 40, 4.6
461, 452, 1.2
344, 388, 9.6
918, 610, 4.5
746, 19, 3.3
296, 820, 6.5
864, 66, 2.2
29, 219, 0.9
548, 997, 5.1
251, 864, 8.8
904, 72, 2.8
202, 885, 3.2
815, 230, 7.2
163, 148, 8.2
160, 246, 0.1
745, 542, 7.3
810, 407, 3.9
685, 436, 1
894, 336, 6
246, 939, 2.4
486, 843, 4.8
766, 398, 3.4
499, 213, 1.6
971, 728, 6.4
406, 888, 1
507, 634, 0.5
133, 444, 1.2
472, 481, 0
735, 376, 8.8
995, 974, 2.7
471, 460, 2.3
20, 226, 7.3
806, 725, 8.6
822, 49, 6.6
338, 455, 0.6
100, 314, 9.2
405, 447, 8.9
469, 272, 7
321, 7, 4.6
509, 354, 2
989, 825, 3.2
664, 197, 5.9
737, 355, 8.4
375, 529, 3.3
93, 867, 4
699, 320, 5.5
292, 725, 0.2
33, 547, 2.6
903, 868, 3.3
502, 730, 3.9
74, 719, 1.7
107, 735, 1.4
366, 472, 2.2
702, 199, 5.1
88, 292, 7.1
928, 991, 9.1
435, 635, 6.8
38, 668, 1.5
264, 572, 3.6
850, 426, 6.6
141, 500, 3.7
258, 607, 7.2
925, 325, 4.4
947, 28, 4.3
850, 116, 3.5
621, 396, 7.8
712, 832, 1.4
881, 222, 3.4
948, 838, 5.8
884, 40, 8.4
902, 182, 8.5
639, 792, 4.4
111, 717, 7
407, 16, 9.8
902, 867, 6.6
689, 840, 1.4
468, 553, 4.6
234, 786, 2
668, 86, 5.9
27, 323, 5.1
163, 225, 3.3
448, 865, 2.6
693, 976, 9.5
263, 384, 6.4
213, 638, 3.1
279, 328, 7.1
445, 796, 7.6
444, 30, 1.4
664, 50, 5.3
75, 429, 7.6
527, 593, 5.3
512, 393, 1.8
290, 86, 4.7
786, 701, 8.3
650, 914, 2.1
733, 545, 4.9
656, 343, 4.5
485, 787, 2.7
451, 430, 0.4
879, 211, 3.2
758, 804, 8.6
270, 550, 0.4
561, 636, 0.3
699, 690, 8.6
701, 956, 0.8
786, 854, 0.9
794, 197, 0.7
279, 984, 8.6
83, 787, 1.6
939, 18, 2.8
172, 776, 8.4
358, 47, 3.4
714, 960, 2.3
570, 11, 6.5
956, 64, 2.1
216, 202, 2.7
326, 996, 7.6
785, 628, 1.2
271, 711, 0
540, 2, 7
20, 174, 4.7
304, 884, 4.6
491, 951, 0.6
666, 521, 6.9
531, 829, 3.3
704, 46, 3.5
732, 724, 8.3
308, 509, 1.1
221, 132, 7.4
273, 672, 7.7
343, 692, 0.3
542, 997, 8.8
788, 840, 9.1
994, 506, 1.2
915, 389, 4.1
548, 93, 3.9
735, 177, 1.5
919, 486, 7.6
82, 59, 0.9
957, 684, 8.1
186, 27, 2.6
589, 922, 7.5
877, 710, 1.5
468, 57, 7.3
932, 972, 6.2
226, 873, 0.7
917, 608, 8.5
333, 879, 2.3
961, 314, 8.2
370, 271, 6.6
804, 809, 4.5
930, 398, 6.7
405, 628, 7.8
72, 448, 8.7
245, 381, 5.9
159, 959, 8.4
166, 876, 4.5
351, 209, 2.4
374, 171, 3.8
456, 893, 6.1
574, 49, 7
72, 979, 2.1
491, 736, 4.9
621, 808, 9.7
808, 405, 3
968, 564, 8.9
352, 731, 6.6
697, 82, 2.7
274, 809, 5
164, 617, 9.6
678, 192, 4.5
0, 616, 2.5
721, 107, 1.3
422, 729, 7.4
220, 537, 7.9
102, 857, 9.6
592, 562, 2.7
958, 259, 6.1
237, 885, 7
688, 402, 4
384, 80, 3.2
129, 80, 0
206, 154, 0.7
372, 576, 3.6
346, 148, 7.4
77, 251, 3.1
373, 195, 9.3
400, 505, 0.5
214, 742, 4.2
836, 782, 4.4
76, 518, 2.4
860, 0, 5.7
260, 206, 1.1
768, 930, 3.9
356, 276, 8.8
130, 354, 9.1
114, 727, 3.8
659, 480, 4.3
816, 46, 8.5
859, 882, 2
303, 311, 3.8
180, 171, 3.8
489, 784, 9.7
600, 904, 2.7
991, 260, 0.4
531, 391, 1
674, 857, 8.9
